plot,Lat,Long,area,subsamples,area_m2,Last_fire_y_ago,collection_date,biome,nativeness,warning,delta15N,N_conc_g_kg,P_conc_mg_kg,abund,richness,mold_Eurotiales_Abundance,mold_Mortierellales_Abundance,mold_Mucorales_Abundance,mold_Trichoderma_Abundance,mold_Umbelopsidales_Abundance,
AV226,11.18,-74.24,Colombia ,40,2500,100,22/03/2019,forest: tropical broadleaf forest biome,,,1.106694472,12.92337845,9.925829052,2813,873,4.443654461,8.602915037,0.568787771,4.834696054,0.391041593,
AV227,5.89,-74.85,Colombia ,40,2500,100,13/03/2019,forest: tropical broadleaf forest biome,,,0.984810247,18.86958555,129.6012886,2156,539,3.617810761,28.29313544,0.556586271,3.803339518,0.231910946,
AV228,6.5,-75.55,Colombia ,40,2500,100,09/06/2019,forest: tropical broadleaf forest biome,,,2.735039903,2.653572093,125.6305036,2900,598,2.482758621,24.17241379,0.689655172,6.379310345,0.793103448,
AV229,6.75,-75.48,Colombia ,40,2500,100,05/09/2019,forest: tropical broadleaf forest biome,,,2.832342899,6.525516793,22.97558348,4259,423,3.263676919,17.51584879,0.04695938,3.122798779,1.220943884,
B1,58.2,26.67,Estonia,40,2500,100,23/11/2016,forest: temperate coniferous forest biome,,,0.4191861,1.980610795,17.32640833,1431,275,0.069881202,10.6918239,0,0,0.559049616,
B10,58.78,26.35,Estonia,40,2500,100,02/05/2017,forest: temperate coniferous forest biome,,,1.125409632,3.130149787,5.584483851,1737,355,0.230282096,9.556706966,0.057570524,0.172711572,0.518134715,
B11,57.87,26.13,Estonia,40,2500,100,07/06/2017,forest: temperate coniferous forest biome,,,-0.239221553,1.800530585,27.80890485,1899,340,0,14.74460242,0,0,15.32385466,
B12,57.92,27.04,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,-0.723077124,1.643532679,32.89087904,1432,232,0.069832402,4.539106145,0,0.069832402,1.606145251,
B13,58.07,26.75,Estonia,40,2500,100,01/06/2017,forest: temperate coniferous forest biome,,,0.246252089,1.12228702,16.2626506,1568,361,0.12755102,6.951530612,0.191326531,0.255102041,12.5,
B14,58,26.61,Estonia,40,2500,100,28/06/2017,forest: temperate coniferous forest biome,,,0.709111291,0.904284277,2.238677918,1641,304,0,7.251675807,0.060938452,0.060938452,8.104814138,
B15,58.66,26.11,Estonia,40,2500,100,26/06/2017,forest: temperate coniferous forest biome,,,1.199125936,3.340156967,5.612698413,7671,874,0.20857776,5.553382871,0.02607222,0.20857776,0.482336071,
B16,58.05,26.83,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,-0.5913255,1.601952886,24.19796454,288,112,0,9.375,0.347222222,0,11.11111111,
B2,58.21,26.69,Estonia,40,2500,100,23/11/2016,forest: temperate coniferous forest biome,,,0.434992834,1.651571496,26.6712233,2020,311,0,9.158415842,0,0,2.02970297,
B3,58.59,27.03,Estonia,40,2500,100,24/03/2017,forest: temperate coniferous forest biome,,,-0.939285653,1.739230163,15.07284542,3807,623,0.394011032,6.067769898,0.157604413,1.076963488,2.915681639,
B4,58.2,26.74,Estonia,40,2500,100,23/11/2016,forest: temperate coniferous forest biome,,,-0.181297191,2.092725986,15.56960352,6744,831,0.207591934,7.147093713,0.385527877,0.415183867,6.465005931,
B5,58.19,26.8,Estonia,40,2500,100,24/11/2016,forest: temperate coniferous forest biome,,,3.909062066,2.042620704,94.0226348,2028,313,0,2.613412229,0.049309665,0.147928994,0,
B6,58.2,26.67,Estonia,40,2500,100,23/11/2016,forest: temperate coniferous forest biome,,,0.254915255,1.305923081,13.16734417,1588,325,0,5.604534005,0.188916877,0,5.289672544,
B7,58.43,26.56,Estonia,40,2500,100,10/10/2017,forest: temperate coniferous forest biome,,,1.273978351,2.552410176,9.019196989,1859,342,0,12.47982786,0.268961807,0.161377084,3.98063475,
B8,58.79,26.69,Estonia,40,2500,100,27/04/2017,forest: temperate coniferous forest biome,,,0.860069711,0.842698945,8.037723077,3959,491,0.303106845,7.274564284,0.429401364,0.227330134,25.35993938,
B9,57.94,26.89,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,0.533822796,3.062505812,12.21643836,2318,387,0.301984469,14.53839517,0.043140638,0.5608283,8.886971527,
BB1,58.29,26.63,Estonia,40,2500,100,27/10/2016,forest: temperate coniferous forest biome,,,0.462201796,2.283072353,13.41655481,2688,320,0,5.84077381,0,0.074404762,0.558035714,
BB10,58.12,26.71,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,1.016318322,2.09264867,3.043597561,3537,594,0.197907831,9.640938649,0,0.169635284,0.593723494,
BB11,58.34,27.11,Estonia,40,2500,100,26/06/2017,forest: temperate coniferous forest biome,,,-0.245404228,5.6887495,20.06917797,3802,450,1.86743819,6.049447659,0.078905839,1.025775907,15.51814834,
BB12,57.91,26.1,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,-0.798537054,0.963393541,49.0628877,3025,464,0.26446281,7.305785124,0.099173554,0.165289256,20.92561983,
BB13,58.36,26.96,Estonia,40,2500,100,26/06/2017,forest: temperate coniferous forest biome,,,1.244262207,2.408251085,23.75135011,2781,420,0.107874865,6.220783891,0.179791442,0.107874865,1.186623517,
BB14,58.02,26.82,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,0.507634784,2.946206216,5.564825581,2805,395,0.142602496,17.00534759,0.142602496,0.071301248,4.919786096,
BB15,57.99,26.07,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,0.013038362,2.021435159,36.34507853,2568,417,0.07788162,7.242990654,0.23364486,0.15576324,17.52336449,
BB2,58.12,26.42,Estonia,40,2500,100,21/05/2017,forest: temperate coniferous forest biome,,,0.964502537,1.960840274,16.4487715,3066,376,0,4.272667971,0.065231572,0.065231572,3.587736464,
BB3,57.68,26.93,Estonia,40,2500,100,28/06/2017,forest: temperate coniferous forest biome,,,0.41023161,0.512395096,2.071052283,1884,331,0.053078556,8.864118896,0,0.106157113,5.838641189,
BB4,58.69,25.95,Estonia,40,2500,100,26/06/2017,forest: temperate coniferous forest biome,,,-0.354794231,2.820031175,31.54298727,3674,592,0,6.641262929,0.054436581,0.054436581,0.38105607,
BB5,58.3,26.65,Estonia,40,2500,100,21/06/2017,forest: temperate coniferous forest biome,,,2.329727312,2.676410804,7.818614113,2359,400,0.635862654,7.164052565,0,0.423908436,1.18694362,
BB6,58.12,26.61,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,0.254915255,1.305923081,4.390189445,2449,474,0.122498979,5.267456105,0,0.204164965,1.633319722,
BB7,58.13,26.62,Estonia,40,2500,100,27/06/2017,forest: temperate coniferous forest biome,,,1.273978351,2.552410176,7.918663272,2258,402,0.132860939,6.643046944,0.088573959,0.132860939,0.841452613,
BB8,57.75,26.92,Estonia,40,2500,100,28/06/2017,forest: temperate coniferous forest biome,,,unknown,unknown,36.93001905,2538,319,0,8.313632782,0,0,1.654846336,
BB9,57.75,26.92,Estonia,40,2500,100,28/06/2017,forest: temperate coniferous forest biome,,,0.76860901,0.973090015,2.495257329,2467,365,0.081070126,5.553303608,0.121605188,0.040535063,4.01297122,
C1,58.19,26.79,Estonia,40,2500,100,24/11/2016,forest: temperate coniferous forest biome,,,0.074723954,2.720774156,14.69928177,6421,644,6.354150444,10.9484504,0.280330167,1.557389815,17.86326117,
C10,58.42,27.03,Estonia,40,2500,100,18/04/2017,forest: temperate coniferous forest biome,,,-1.717780566,17.12817738,49.06546961,3115,442,0.064205457,10.97913323,0.032102729,0.032102729,0.417335474,
C11,58.07,26.75,Estonia,40,2500,100,01/06/2017,forest: temperate coniferous forest biome,,,-1.515786536,1.031359919,31.40986058,7950,964,0.100628931,7.320754717,1.610062893,0.440251572,9.72327044,
C12,58.74,26.5,Estonia,40,2500,100,11/05/2017,forest: temperate coniferous forest biome,,,-0.152417932,3.294430353,11.38346926,1431,391,0.908455625,13.27742837,0.34940601,3.144654088,5.241090147,
C13,57.93,26.05,Estonia,40,2500,100,07/06/2017,forest: temperate coniferous forest biome,,,-0.125038017,0.751008198,59.21208936,1754,359,0.114025086,13.85404789,0,0.228050171,8.437856328,
C14,58.78,26.36,Estonia,40,2500,100,02/05/2017,forest: temperate coniferous forest biome,,,1.145431649,2.723283625,9.295384615,2149,373,0,8.841321545,0.139599814,0.093066543,0.697999069,
C15,58.11,26.58,Estonia,40,2500,100,08/06/2017,forest: temperate coniferous forest biome,,,0.723384702,3.381377769,7.086704331,1636,303,0,7.579462103,0.122249389,0,3.606356968,
C16,58.71,26.24,Estonia,40,2500,100,28/04/2017,forest: temperate coniferous forest biome,,,2.014149764,3.477552093,2.500912981,2594,479,0,11.75790285,1.195065536,0.154202005,2.65998458,
C17,58.31,26.5,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,-1.164019859,1.639648129,42.55652928,1848,426,0,14.82683983,0.649350649,0,9.956709957,
C2,58.52,26.96,Estonia,40,2500,100,01/12/2016,forest: temperate coniferous forest biome,,,0.147127376,1.987225721,15.03388116,2499,471,0.880352141,12.76510604,0.160064026,0.040016006,11.04441777,
C3,58.2,26.74,Estonia,40,2500,100,24/11/2016,forest: temperate coniferous forest biome,,,-0.987943677,1.390677996,62.63071978,2477,409,0.040371417,10.09285426,0.201857085,0.040371417,26.56439241,
C4,58.54,27.16,Estonia,40,2500,100,24/03/2017,forest: temperate coniferous forest biome,,,1.787409384,3.131686893,51.07688239,1549,305,0.129115558,9.81278244,0,0.064557779,3.550677857,
C5,58.34,27.05,Estonia,40,2500,100,11/11/2016,forest: temperate coniferous forest biome,,,0.94153822,0.667924736,3.836764505,2091,383,0,14.06025825,0.191296031,0.573888092,5.786704926,
C7,58.67,26.1,Estonia,40,2500,100,02/05/2017,forest: temperate coniferous forest biome,,,0.51763402,2.71522529,690.8731283,2075,300,0,7.036144578,0,0.240963855,17.20481928,
C9,58.58,27,Estonia,40,2500,100,20/04/2017,forest: temperate coniferous forest biome,,,-0.133731903,1.408018511,38.38243451,1713,359,0,11.2084063,0.058377116,0,3.152364273,
Camila01,-4.33,-70.01,Brazil ,40,2500,100,30/10/2015,forest: tropical broadleaf forest biome,,,3.392891869,3.072079663,4.893681043,2330,279,12.74678112,0.08583691,4.463519313,0.300429185,0,
Camila02,-4.32,-70,Brazil ,40,2500,100,30/10/2015,forest: tropical broadleaf forest biome,,,3.442639899,2.799307234,7.325136986,9269,1003,31.7402093,0.064731902,0.593375769,0.129463804,0.01078865,
Camila03,-4.32,-70,Brazil ,40,2500,100,31/10/2015,forest: tropical broadleaf forest biome,,,3.34314384,3.344852091,7.813440321,9071,502,25.19016646,0.275603572,0.451989858,0.220482857,0,
Camila04,-4.43,-70.07,Brazil ,40,2500,100,26/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,7.454257669,2.376250387,3.433801404,9955,1529,91.25062783,1.486690105,0.482169764,0.421898543,0,
Camila05,-4.42,-70.06,Brazil ,40,2500,100,26/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,5.82672144,2.372731569,7.756027397,3078,393,58.90188434,0.747238467,1.494476933,2.664067576,0,
Camila06,-4.43,-70.08,Brazil ,40,2500,100,27/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,7.194353391,1.992657597,4.349941292,10381,554,88.8450053,2.610538484,0.337154417,0.95366535,0.077063867,
Camila07,-4.34,-70.01,Brazil ,40,2500,100,28/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,4.797357839,1.841306988,13.66129723,1634,174,81.02815177,0.428396573,0.06119951,0.122399021,0,
Camila08,-4.35,-70.02,Brazil ,40,2500,100,29/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,5.078849038,3.821364995,15.49796592,10772,1300,87.73672484,0.06498329,0.538432974,0.19494987,0,
Camila09,-4.35,-70.03,Brazil ,40,2500,100,29/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,4.413674716,3.071767096,14.28265077,7565,372,56.23265036,0.026437541,0.118968936,0.19828156,0,
Camila10,-1.74,-51.44,Brazil ,40,2500,100,20/11/2015,forest: tropical broadleaf forest biome,,,3.196653939,7.567445859,26.22054156,2366,386,35.33389687,0,0.507185123,3.465765004,12.29923922,
Camila11,-1.72,-51.45,Brazil ,40,2500,100,20/11/2015,forest: tropical broadleaf forest biome,,,4.096234039,4.770735273,5.491896647,2259,679,3.85126162,0,2.700309872,4.471004869,0.044267375,
Camila12,-1.72,-51.45,Brazil ,40,2500,100,21/11/2015,forest: tropical broadleaf forest biome,,,2.29707384,10.36415645,57.27698457,1280,269,1.09375,0,0.234375,1.796875,0,
Camila13,-1.74,-51.46,Brazil ,40,2500,100,19/11/2015,forest: tropical broadleaf forest biome,,,6.658601242,0.981393278,0.784108146,3345,547,17.6083707,1.046337818,3.437967115,4.065769806,0.089686099,
Camila14,-1.74,-51.46,Brazil ,40,2500,100,19/11/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,7.426719138,2.544911504,0.926838454,7983,556,12.58925216,0.80170362,33.94713767,8.229988726,0.012526619,
Camila15,-1.74,-51.46,Brazil ,40,2500,100,20/11/2015,forest: tropical broadleaf forest biome,,,7.04266019,1.763152391,0.8554733,8398,1007,13.81281257,0.130983568,5.239342701,0.893069779,0.011907597,
Camila16,-1.78,-51.43,Brazil ,40,2500,100,21/11/2015,forest: tropical broadleaf forest biome,,,1.806179029,10.84758228,91.57207574,9664,684,36.74461921,0.020695364,0,0.258692053,0,
Camila17,-1.77,-51.43,Brazil ,40,2500,100,22/11/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,1.729436943,5.421865537,23.54334972,8642,358,2.545707012,0.034714187,0.046285582,0.867854663,42.65216385,
Camila18,-1.77,-51.42,Brazil ,40,2500,100,22/11/2015,forest: tropical broadleaf forest biome,,,1.678926806,4.234454246,23.16362922,1333,198,0.300075019,0.825206302,0,0.225056264,0,
Camila19,-1.74,-51.39,Brazil ,40,2500,100,23/11/2016,forest: tropical broadleaf forest biome,,,3.769969384,0.889202094,1.395333398,5544,975,32.91847042,0.054112554,0.505050505,1.136363636,0.018037518,
Camila20,-1.74,-51.39,Brazil ,40,2500,100,24/11/2015,forest: tropical broadleaf forest biome,,,3.756508346,0.564007012,0.180426204,7295,904,46.01782042,0.013708019,0.233036326,0.562028787,0.027416038,
Camila21,-1.74,-51.39,Brazil ,40,2500,100,24/11/2015,forest: tropical broadleaf forest biome,,,3.783430422,1.214397177,2.610240592,5938,81,1.060963287,0,0,0.016840687,0,
Camila22,-1.9,-61.46,Brazil ,40,2500,100,11/09/2015,forest: tropical broadleaf forest biome,,,2.590549876,6.192390107,23.46731036,10378,1088,31.39333205,0.04817884,3.150896126,0.52033147,0.086721912,
Camila23,-1.91,-61.46,Brazil ,40,2500,100,11/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,2.166636998,6.195393762,23.60798467,6756,765,92.4955595,0,0.044404973,0.014801658,0,
Camila24,-1.93,-61.45,Brazil ,40,2500,100,11/10/2015,forest: tropical broadleaf forest biome,,,3.014462754,6.189386451,23.32663605,2637,416,40.31095942,0.037921881,1.099734547,0,0,
Camila25,-1.94,-61.45,Brazil ,40,2500,100,11/09/2015,forest: tropical broadleaf forest biome,,,4.86003848,3.139073982,4.740970641,2999,400,16.90563521,4.434811604,8.202734245,1.8006002,0,
Camila26,-1.96,-61.44,Brazil ,40,2500,100,11/09/2015,forest: tropical broadleaf forest biome,,,5.468568881,3.105187371,12.02538047,7328,741,19.40502183,0.259279476,0.409388646,3.302401747,0.163755459,
Camila27,-1.97,-61.49,Brazil ,40,2500,100,11/09/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,5.771343022,2.201303822,6.405757196,8974,778,79.55203922,0,0.401158903,2.01693782,0.757744595,
Camila28,-3.09,-60.84,Brazil ,40,2500,100,15/11/2015,forest: tropical broadleaf forest biome,,,2.792455226,1.376214265,7.845517241,7516,999,11.66844066,0,0.279403938,5.00266099,0.119744545,
Camila29,-3.08,-60.78,Brazil ,40,2500,100,28/11/2015,forest: tropical broadleaf forest biome,,,1.109477845,0.727249074,0.784206111,2567,459,30.3856642,0.155823919,0.623295676,1.48032723,0.272691858,
Camila30,-3.04,-60.77,Brazil ,40,2500,100,28/11/2015,forest: tropical broadleaf forest biome,,,1.950966536,1.051731669,4.314861676,5922,533,30.58088484,0.016886187,0.016886187,0.354609929,0.861195542,
Camila31,-2.56,-60.32,Brazil ,40,2500,100,19/10/2015,forest: tropical broadleaf forest biome,,,3.120346411,6.498160015,25.35213012,6755,845,10.52553664,0,0,0,0,
Camila32,-2.56,-60.32,Brazil ,40,2500,100,19/10/2015,forest: tropical broadleaf forest biome,,molds_above_5SD_median,3.318749002,6.320031406,28.22894472,11358,1259,63.5939426,0.026413101,0,0,0,
Camila33,-2.56,-60.33,Brazil ,40,2500,100,19/10/2015,forest: tropical broadleaf forest biome,,,2.115386009,8.398702273,6.494835231,6882,515,13.74600407,0.01453066,0,0.01453066,0.043591979,
Camila34,-2.56,-60.32,Brazil ,40,2500,100,20/10/2015,forest: tropical broadleaf forest biome,,,6.820789188,2.935614194,2.807660021,3588,493,9.141583055,0.08361204,8.918617614,6.46599777,2.703455964,
Camila35,-2.56,-60.32,Brazil ,40,2500,100,20/10/2015,forest: tropical broadleaf forest biome,,,6.114281787,2.852538117,2.505527638,6401,605,0.499921887,0.296828621,40.61865334,0.140603031,0.687392595,
Camila36,-2.57,-60.32,Brazil ,40,2500,100,21/10/2015,forest: tropical broadleaf forest biome,,,6.883041143,2.817617362,0.958406482,2353,233,1.784955376,0.042498938,8.159796005,0.637484063,1.997450064,
Camila37,-33.36,-70.29,Chile ,40,2500,100,01/01/2016,shrubland: montane shrubland biome,,,unknown,unknown,unknown,12637,1556,1.725092981,6.433488961,0.039566353,0.039566353,0.015826541,
Camila38,-53.69,-70.98,Chile ,40,2500,100,01/01/2016,forest: temperate broadleaf forest biome,,,unknown,unknown,unknown,6790,972,45.59646539,5.920471281,0.103092784,0.103092784,4.374079529,
Camila39,-54.99,-67.68,Chile ,40,2500,100,01/01/2016,shrubland: temperate shrubland biome,,,unknown,unknown,unknown,5325,1180,0,17.22065728,0.018779343,0.056338028,0,
Camila40,-2.59,-60.03,Brazil ,40,2500,100,10/09/2015,forest: tropical broadleaf forest biome,,,2.513456751,5.189966571,0.663953674,5567,968,6.161307706,0.107777977,0.449074906,1.38315071,0,
Camila41,-2.57,-60.02,Brazil ,40,2500,100,10/10/2015,forest: tropical broadleaf forest biome,,,4.521346029,0.521527521,0.160359874,14323,938,51.84668016,0,0,0.013963555,0.551560427,
Camila42,-2.58,-60.03,Brazil ,40,2500,100,10/10/2015,forest: tropical broadleaf forest biome,,,1.020946591,0.588790383,0.541589571,3818,737,4.635935045,0.07857517,0.471451021,1.231011001,0.104766894,
CC1,58.28,26.69,Estonia,40,2500,100,19/09/2016,forest: temperate coniferous forest biome,,,-0.765982258,2.647864753,36.03106509,1303,356,0.076745971,11.35840368,0,0,0.613967767,
CC10,58.41,26.56,Estonia,40,2500,100,22/05/2017,forest: temperate coniferous forest biome,,,-0.011263654,7.358685381,45.03981702,1122,308,0.178253119,3.565062389,0,0,0,
CC11,58.09,26.44,Estonia,40,2500,100,08/06/2017,forest: temperate coniferous forest biome,,,-1.186165284,3.106631676,11.60767327,1490,317,0,5.302013423,0,0,0.201342282,
CC12,58.26,27.27,Estonia,40,2500,100,14/06/2017,forest: temperate coniferous forest biome,,,1.222233844,4.570599932,57.93741408,2942,505,0.271923861,12.5424881,0,0,0.169952413,
