Country,LONG,LAT,Point_ID,PTotal
Finland,22.82726999981071,63.45340000040977,49604542,364.63
Finland,22.921980000276847,63.66553000000954,49604566,587.19
Finland,22.93031999996805,63.68318999961883,49604568,884.04
Finland,24.34234000019092,66.47223000031431,49604884,715.38
Hungary,18.278640000135965,45.95734999990265,49622574,496.07
Hungary,18.341300000194902,46.368940000280816,49622620,566.4
Hungary,18.43490900025023,46.95892999971977,49622686,990.62
Poland,19.090389999898605,50.652940000280864,49623100,126.54
Poland,19.25031999976824,51.45457999966732,49623190,483.58
Poland,19.261219999703258,51.508019999923135,49623196,343.43
Poland,19.52107000018043,52.73636000041376,49623334,275.97
Poland,19.86252999955985,54.2303999995604,49623502,1119.24
Finland,21.76050999973677,60.6896199999631,49624230,616.45
Finland,21.85079999962033,60.93749999972528,49624258,320.2
Finland,21.909799999970065,61.09694999994258,49624276,914.35
Finland,21.996410000121443,61.327310000256375,49624302,1719.94
Finland,22.2572599999491,61.99973000043923,49624378,666.46
Finland,25.14074000035077,67.71858000036679,49625026,585.75
Hungary,18.452469999790708,46.90324999958784,49642680,421.14
Hungary,18.51061999961337,47.26063999973627,49642720,913.62
Hungary,18.53712999994957,47.42144000015594,49642738,693.67
Poland,19.114990000288344,50.63289000017341,49643098,779.28
Poland,19.400980000226863,52.0398799995624,49643256,257.41
Poland,19.44258000036677,52.23569999975524,49643278,246.55
Poland,19.546560000243858,52.71619000016841,49643332,381.8
Poland,19.82959000037829,53.96127000011046,49643472,292.9
Finland,21.919979999977045,61.02310000006503,49644268,1525.76
Finland,22.02635999991412,61.306460000128936,49644300,1934.95
Finland,22.21062000031281,61.78425999969926,49644354,460.11
Finland,22.666720000127956,62.8987300001894,49644480,907.77
Finland,22.75101000031134,63.09258999992864,49644502,302.71
Finland,24.571999999700267,66.71142999999455,49644912,184.06
Hungary,18.49887999961237,47.0262800002219,49662694,924.09
Slovakia,18.6811799995574,48.11584999997757,49662816,630.55
Slovakia,18.765079999742227,48.5977899998087,49662870,661.98
Slovakia,18.82215999968429,48.91897999972724,49662906,1035.61
Poland,19.281989999738755,51.32537999958737,49663176,348.12
Poland,19.4564299996448,52.1621700002454,49663270,326.53
Poland,19.483089999703797,52.286759999974095,49663284,197.49
Poland,19.552530000359297,52.60708999980369,49663320,614.64
Poland,19.73974999966282,53.44317999965733,49663414,448.84
Poland,19.843060000118957,53.88773000013947,49663464,546.68
Finland,22.036100000314832,61.232499999675326,49664292,1706.05
Finland,22.23390999964681,61.74576999998556,49664350,1660.01
Finland,22.897709999816698,63.3373800001869,49664530,727.21
Finland,22.96863000037428,63.49651999959838,49664548,820.78
Finland,23.0404700001904,63.65555000023238,49664566,790.09
Italy,17.59714999987267,40.39026900031416,49681954,453.67
Italy,17.610156999845742,40.49828600019879,49681966,516.23
Hungary,18.51334000004101,46.95276000027383,49682686,1235.6
Slovakia,18.81418999996856,48.72058000016693,49682884,530.18
Poland,19.23841000002153,50.966869999950575,49683136,446.2
Poland,19.314100000214864,51.34092999991964,49683178,251.0
Poland,19.65667000042021,52.94276000017391,49683358,310.22
Poland,19.877409999571853,53.903060000218886,49683466,1898.4
Poland,19.979480000401736,54.32968000033179,49683514,543.25
Finland,22.11984999987766,61.353360000064015,49684306,332.56
Finland,22.243269999610845,61.671900000084975,49684342,468.01
Finland,22.90548000020192,63.26345999977923,49684522,1003.5
Finland,22.96833000002954,63.404840000365766,49684538,150.38
Finland,23.071930000369264,63.63447999985215,49684564,1041.85
Finland,23.185489999563856,63.881770000285314,49684592,1028.54
Italy,17.648700000204883,40.6223999995604,49701980,568.79
Hungary,18.551140000310795,47.02215000042224,49702694,532.9
Slovakia,18.706869999850653,47.95093000021939,49702798,523.63
Slovakia,18.76880000041973,48.30795999995411,49702838,531.59
Slovakia,18.882840000165917,48.95035000025234,49702910,516.15
Poland,19.071420000132942,49.96677000003552,49703024,1044.93
Poland,19.281010000411243,51.03587000010049,49703144,312.53
Poland,19.941439999856183,54.04283000030432,49703482,471.73
Poland,19.981700000254875,54.20426999966082,49703500,398.56
Finland,21.943560000093957,60.78388000036176,49704242,752.43
Finland,21.989439999756257,60.90775999972425,49704256,1919.18
Finland,22.109500000124967,61.22635000025235,49704292,290.92
Finland,22.122769999635807,61.261760000024026,49704296,633.53
Finland,22.357359999864173,61.86337999978724,49704364,552.66
Finland,22.39276000007402,61.951810000231376,49704374,435.66
Finland,22.45720000037977,62.110659999759264,49704392,165.2
Finland,22.513970000415213,62.252219999653335,49704408,611.47
Finland,22.61729999999505,62.50006999983066,49704436,254.27
Finland,22.631569999755754,62.53530999985668,49704440,598.76
Finland,22.8899400003308,63.13644999996757,49704508,1331.3
Finland,23.03119999988013,63.45447999985214,49704544,364.08
